SegID_data_1min,SegID_data_5min,SegID_data_15min,SegID_data_60min
398717908,398806624.0,398806624.0,398717908
398717912,398806625.0,398806625.0,398717912
398717913,398806763.0,398806763.0,398717913
398717915,398806764.0,398806764.0,398717915
398717918,398806766.0,398806766.0,398717918
398717919,398806767.0,398806767.0,398717919
398717920,398806777.0,398806777.0,398717920
398717921,398806780.0,398806780.0,398717921
398717930,398806810.0,398806810.0,398717930
398717931,398806819.0,398806819.0,398717931
398717932,398806843.0,398806843.0,398717932
398717933,398806858.0,398806858.0,398717933
398717934,398806895.0,398806895.0,398717934
398717935,398806897.0,398806897.0,398717935
398717936,398806904.0,398806904.0,398717936
398717943,398806905.0,398806905.0,398717943
398717950,398806931.0,398806931.0,398717950
398718056,398806934.0,398806934.0,398718056
398718093,398806944.0,398806944.0,398718093
398718095,398806947.0,398806947.0,398718095
398718096,398806964.0,398806964.0,398718096
398718097,398807158.0,398807158.0,398718097
398718098,398807171.0,398807171.0,398718098
398718125,398807191.0,398807191.0,398718125
398718154,398807197.0,398807197.0,398718154
398718155,398807452.0,398807452.0,398718155
398718156,398807453.0,398807453.0,398718156
398718157,398807481.0,398807481.0,398718157
398718158,398807618.0,398807618.0,398718158
398718160,398807704.0,398807704.0,398718160
398718447,398807955.0,398807955.0,398718447
398718449,398807971.0,398807971.0,398718449
398718452,398808384.0,398808384.0,398718452
398718453,398808591.0,398808591.0,398718453
398718454,398808592.0,398808592.0,398718454
398718455,398808638.0,398808638.0,398718455
398718456,398808673.0,398808673.0,398718456
398718491,398808675.0,398808675.0,398718491
398718507,398808679.0,398808679.0,398718507
398718586,398808681.0,398808681.0,398718586
398718589,398808682.0,398808682.0,398718589
398718634,398808684.0,398808684.0,398718634
398718666,398808687.0,398808687.0,398718666
398718698,398808690.0,398808690.0,398718698
398718699,398808691.0,398808691.0,398718699
398718792,398808692.0,398808692.0,398718792
398718798,398808695.0,398808695.0,398718798
398719514,398808699.0,398808699.0,398719514
398719522,398808703.0,398808703.0,398719522
398719601,398808704.0,398808704.0,398719601
398719611,398808708.0,398808708.0,398719611
398719636,398808713.0,398808713.0,398719636
398719674,398808714.0,398808714.0,398719674
398719677,398808731.0,398808731.0,398719677
398719678,398808732.0,398808732.0,398719678
398719679,398808738.0,398808738.0,398719679
398719688,398808745.0,398808745.0,398719688
398719692,398808747.0,398808747.0,398719692
398719697,398808748.0,398808748.0,398719697
398719698,398808753.0,398808753.0,398719698
398719750,398808754.0,398808754.0,398719750
398719767,398808756.0,398808756.0,398719767
398719778,398808757.0,398808757.0,398719778
398719788,398808759.0,398808759.0,398719788
398719833,398808764.0,398808764.0,398719833
398719834,398808765.0,398808765.0,398719834
398719838,398808766.0,398808766.0,398719838
398719845,398808767.0,398808767.0,398719845
398719881,398808768.0,398808768.0,398719881
398725286,398808885.0,398808885.0,398725286
398725386,398808886.0,398808886.0,398725386
398725398,398808908.0,398808908.0,398725398
398725582,398808978.0,398808978.0,398725582
398725584,398808979.0,398808979.0,398725584
398725644,398808980.0,398808980.0,398725644
398725712,398808987.0,398808987.0,398725712
398725743,398808988.0,398808988.0,398725743
398725744,398808989.0,398808989.0,398725744
398725758,398809139.0,398809139.0,398725758
398725762,398809143.0,398809143.0,398725762
398725763,398809229.0,398809229.0,398725763
398725764,398809252.0,398809252.0,398725764
398725767,398809257.0,398809257.0,398725767
398725777,398809264.0,398809264.0,398725777
398725858,398809265.0,398809265.0,398725858
398725872,398809279.0,398809279.0,398725872
398725877,398809457.0,398809457.0,398725877
398725880,398809475.0,398809475.0,398725880
398725946,398809615.0,398809615.0,398725946
398725955,398809888.0,398809888.0,398725955
398725961,398810142.0,398810142.0,398725961
398726080,398810849.0,398810849.0,398726080
398726150,398811180.0,398811180.0,398726150
398726151,398811402.0,398811402.0,398726151
398726152,398811403.0,398811403.0,398726152
398726405,398811498.0,398811498.0,398726405
398750590,398811652.0,398811652.0,398750590
398750591,398811653.0,398811653.0,398750591
398752996,398811654.0,398811654.0,398752996
398757791,398811911.0,398811911.0,398757791
398757794,398811983.0,398811983.0,398757794
398757796,398812142.0,398812142.0,398757796
398798489,398812380.0,398812380.0,398798489
398798549,398812391.0,398812391.0,398798549
398798550,398812392.0,398812392.0,398798550
398798551,398812415.0,398812415.0,398798551
398806511,398812416.0,398812416.0,398806511
398806512,398812417.0,398812417.0,398806512
398806513,398812767.0,398812767.0,398806513
398806514,398812774.0,398812774.0,398806514
398806624,398814965.0,398814965.0,398806624
398806625,398816385.0,398816385.0,398806625
398806763,398816415.0,398816415.0,398806763
398806764,398816418.0,398816418.0,398806764
398806766,398816725.0,398816725.0,398806766
398806767,398816773.0,398816773.0,398806767
398806777,398816784.0,398816784.0,398806777
398806780,398816889.0,398816889.0,398806780
398806810,398817262.0,398817262.0,398806810
398806819,398817263.0,398817263.0,398806819
398806843,398817293.0,398817293.0,398806843
398806858,398817907.0,398817907.0,398806858
398806895,398818049.0,398818049.0,398806895
398806897,398818203.0,398818203.0,398806897
398806904,398818205.0,398818205.0,398806904
398806905,398818211.0,398818211.0,398806905
398806931,398818212.0,398818212.0,398806931
398806934,398819075.0,398819075.0,398806934
398806944,398819077.0,398819077.0,398806944
398806947,398819977.0,398819977.0,398806947
398806964,398820512.0,398820512.0,398806964
398807158,398820520.0,398820520.0,398807158
398807171,398820522.0,398820522.0,398807171
398807191,398820527.0,398820527.0,398807191
398807197,398820529.0,398820529.0,398807197
398807452,398820530.0,398820530.0,398807452
398807453,398820561.0,398820561.0,398807453
398807481,398820595.0,398820595.0,398807481
398807618,398820596.0,398820596.0,398807618
398807704,398820598.0,398820598.0,398807704
398807955,398820601.0,398820601.0,398807955
398807971,398820602.0,398820602.0,398807971
398808384,398820604.0,398820604.0,398808384
398808591,398820783.0,398820783.0,398808591
398808592,398822719.0,398822719.0,398808592
398808638,398822722.0,398822722.0,398808638
398808673,398822818.0,398822818.0,398808673
398808675,398823248.0,398823248.0,398808675
398808679,398823249.0,398823249.0,398808679
398808681,398823250.0,398823250.0,398808681
398808682,398823256.0,398823256.0,398808682
398808684,398823278.0,398823278.0,398808684
398808687,398823279.0,398823279.0,398808687
398808690,398823313.0,398823313.0,398808690
398808691,398823343.0,398823343.0,398808691
398808692,398823345.0,398823345.0,398808692
398808695,398823391.0,398823391.0,398808695
398808699,398823420.0,398823420.0,398808699
398808703,398823511.0,398823511.0,398808703
398808704,398823512.0,398823512.0,398808704
398808708,398823589.0,398823589.0,398808708
398808713,398823631.0,398823631.0,398808713
398808714,398823656.0,398823656.0,398808714
398808731,398823978.0,398823978.0,398808731
398808732,398824120.0,398824120.0,398808732
398808738,398824132.0,398824132.0,398808738
398808745,398824172.0,398824172.0,398808745
398808747,398824173.0,398824173.0,398808747
398808748,398826698.0,398826698.0,398808748
398808753,398826721.0,398826721.0,398808753
398808754,398826726.0,398826726.0,398808754
398808756,398826737.0,398826737.0,398808756
398808757,398826743.0,398826743.0,398808757
398808759,398826770.0,398826770.0,398808759
398808764,398826781.0,398826781.0,398808764
398808765,398826782.0,398826782.0,398808765
398808766,398826783.0,398826783.0,398808766
398808767,398826795.0,398826795.0,398808767
398808768,398826798.0,398826798.0,398808768
398808885,398826805.0,398826805.0,398808885
398808886,398826855.0,398826855.0,398808886
398808908,398826858.0,398826858.0,398808908
398808978,398826859.0,398826859.0,398808978
398808979,398827566.0,398827566.0,398808979
398808980,398828497.0,398828497.0,398808980
398808987,398828776.0,398828776.0,398808987
398808988,398829484.0,398829484.0,398808988
398808989,398829552.0,398829552.0,398808989
398809139,398829564.0,398829564.0,398809139
398809143,398829776.0,398829776.0,398809143
398809229,398829861.0,398829861.0,398809229
398809252,398829878.0,398829878.0,398809252
398809257,398829880.0,398829880.0,398809257
398809264,398829883.0,398829883.0,398809264
398809265,398829885.0,398829885.0,398809265
398809279,398829909.0,398829909.0,398809279
398809457,398829942.0,398829942.0,398809457
398809475,398830037.0,398830037.0,398809475
398809615,398830038.0,398830038.0,398809615
398809888,398830132.0,398830132.0,398809888
398810142,398830133.0,398830133.0,398810142
398810849,398830134.0,398830134.0,398810849
398811180,398830135.0,398830135.0,398811180
398811402,398830136.0,398830136.0,398811402
398811403,398830814.0,398830814.0,398811403
398811498,398830914.0,398830914.0,398811498
398811652,398830926.0,398830926.0,398811652
398811653,398831027.0,398831027.0,398811653
398811654,398831030.0,398831030.0,398811654
398811911,398831036.0,398831036.0,398811911
398811983,398831108.0,398831108.0,398811983
398812142,398831117.0,398831117.0,398812142
398812380,398831119.0,398831119.0,398812380
398812391,398831151.0,398831151.0,398812391
398812392,398831153.0,398831153.0,398812392
398812415,398831172.0,398831172.0,398812415
398812416,398831173.0,398831173.0,398812416
398812417,398831612.0,398831612.0,398812417
398812767,398832851.0,398832851.0,398812767
398812774,398833826.0,398833826.0,398812774
398814965,398833827.0,398833827.0,398814965
398816385,398833828.0,398833828.0,398816385
398816415,398833833.0,398833833.0,398816415
398816418,398833834.0,398833834.0,398816418
398816725,398833835.0,398833835.0,398816725
398816773,398833855.0,398833855.0,398816773
398816784,398833857.0,398833857.0,398816784
398816889,398833870.0,398833870.0,398816889
398817262,398833880.0,398833880.0,398817262
398817263,398833900.0,398833900.0,398817263
398817293,398834156.0,398834156.0,398817293
398817907,398835062.0,398835062.0,398817907
398818049,398835272.0,398835272.0,398818049
398818203,398835277.0,398835277.0,398818203
398818205,398835278.0,398835278.0,398818205
398818211,398835311.0,398835311.0,398818211
398818212,398835960.0,398835960.0,398818212
398819075,398836799.0,398836799.0,398819075
398819077,398837113.0,398837113.0,398819077
398819977,398838680.0,398838680.0,398819977
398820512,398838731.0,398838731.0,398820512
398820520,398838732.0,398838732.0,398820520
398820522,398838734.0,398838734.0,398820522
398820527,398838739.0,398838739.0,398820527
398820529,398838752.0,398838752.0,398820529
398820530,398838757.0,398838757.0,398820530
398820561,398843272.0,398843272.0,398820561
398820595,398843278.0,398843278.0,398820595
398820596,398843512.0,398843512.0,398820596
398820598,398843674.0,398843674.0,398820598
398820601,398843736.0,398843736.0,398820601
398820602,398843737.0,398843737.0,398820602
398820604,398843757.0,398843757.0,398820604
398820783,398843780.0,398843780.0,398820783
398822719,398844086.0,398844086.0,398822719
398822722,398845480.0,398845480.0,398822722
398822813,398845766.0,398845766.0,398822813
398822818,398845767.0,398845767.0,398822818
398823248,398845787.0,398845787.0,398823248
398823249,398845801.0,398845801.0,398823249
398823250,398845826.0,398845826.0,398823250
398823256,398845905.0,398845905.0,398823256
398823278,398847506.0,398847506.0,398823278
398823279,398847507.0,398847507.0,398823279
398823313,398847508.0,398847508.0,398823313
398823343,398847509.0,398847509.0,398823343
398823345,398847514.0,398847514.0,398823345
398823391,398847531.0,398847531.0,398823391
398823420,398847880.0,398847880.0,398823420
398823511,398847881.0,398847881.0,398823511
398823512,398848045.0,398848045.0,398823512
398823589,398848530.0,398848530.0,398823589
398823631,398848531.0,398848531.0,398823631
398823656,398848665.0,398848665.0,398823656
398823978,398848666.0,398848666.0,398823978
398824120,398848817.0,398848817.0,398824120
398824132,398848847.0,398848847.0,398824132
398824172,398848887.0,398848887.0,398824172
398824173,398849356.0,398849356.0,398824173
398826698,398849357.0,398849357.0,398826698
398826721,398849358.0,398849358.0,398826721
398826726,398849611.0,398849611.0,398826726
398826737,398849612.0,398849612.0,398826737
398826743,398849821.0,398849821.0,398826743
398826769,398850090.0,398850090.0,398826769
398826770,398851628.0,398851628.0,398826770
398826781,398852592.0,398852592.0,398826781
398826782,398852782.0,398852782.0,398826782
398826783,398852896.0,398852896.0,398826783
398826795,398853773.0,398853773.0,398826795
398826798,398853774.0,398853774.0,398826798
398826805,398853824.0,398853824.0,398826805
398826855,398853825.0,398853825.0,398826855
398826858,398853894.0,398853894.0,398826858
398826859,398853895.0,398853895.0,398826859
398827566,398854178.0,398854178.0,398827566
398828497,398854179.0,398854179.0,398828497
398828776,398854219.0,398854219.0,398828776
398829484,398854363.0,398854363.0,398829484
398829552,398854768.0,398854768.0,398829552
398829564,398854769.0,398854769.0,398829564
398829776,398861520.0,398861520.0,398829776
398829861,398861569.0,398861569.0,398829861
398829878,398861586.0,398861586.0,398829878
398829880,398861595.0,398861595.0,398829880
398829883,398861599.0,398861599.0,398829883
398829885,398861651.0,398861651.0,398829885
398829909,398861887.0,398861887.0,398829909
398829942,398862044.0,398862044.0,398829942
398830037,398873888.0,398873888.0,398830037
398830038,398874693.0,398874693.0,398830038
398830132,398874768.0,398874768.0,398830132
398830133,398874807.0,398874807.0,398830133
398830134,398879053.0,398879053.0,398830134
398830135,398884704.0,398884704.0,398830135
398830136,398885381.0,398885381.0,398830136
398830814,398889985.0,398889985.0,398830814
398830914,398890376.0,398890376.0,398830914
398830926,398890380.0,398890380.0,398830926
398831027,398892734.0,398892734.0,398831027
398831030,398901889.0,398901889.0,398831030
398831036,398902408.0,398902408.0,398831036
398831108,398902615.0,398902615.0,398831108
398831117,398906578.0,398906578.0,398831117
398831119,398909188.0,398909188.0,398831119
398831151,398909190.0,398909190.0,398831151
398831153,398910329.0,398910329.0,398831153
398831172,398910366.0,398910366.0,398831172
398831173,398910367.0,398910367.0,398831173
398831612,398910368.0,398910368.0,398831612
398832851,398910369.0,398910369.0,398832851
398833826,398910399.0,398910399.0,398833826
398833827,398910401.0,398910401.0,398833827
398833828,398910643.0,398910643.0,398833828
398833833,398910645.0,398910645.0,398833833
398833834,398910681.0,398910681.0,398833834
398833835,398910709.0,398910709.0,398833835
398833855,398910812.0,398910812.0,398833855
398833857,398911072.0,398911072.0,398833857
398833870,398911397.0,398911397.0,398833870
398833880,398912724.0,398912724.0,398833880
398833900,398912741.0,398912741.0,398833900
398834156,398912744.0,398912744.0,398834156
398835062,398914895.0,398914895.0,398835062
398835272,398914896.0,398914896.0,398835272
398835277,398914897.0,398914897.0,398835277
398835278,398914898.0,398914898.0,398835278
398835311,398914899.0,398914899.0,398835311
398835960,398914900.0,398914900.0,398835960
398836799,398914901.0,398914901.0,398836799
398837113,398914902.0,398914902.0,398837113
398838680,398914903.0,398914903.0,398838680
398838731,398914904.0,398914904.0,398838731
398838732,398914906.0,398914906.0,398838732
398838734,398914908.0,398914908.0,398838734
398838739,398914910.0,398914910.0,398838739
398838752,398914911.0,398914911.0,398838752
398838757,398914912.0,398914912.0,398838757
398843272,398914913.0,398914913.0,398843272
398843278,398914914.0,398914914.0,398843278
398843512,398914915.0,398914915.0,398843512
398843674,398914917.0,398914917.0,398843674
398843736,398917493.0,398917493.0,398843736
398843737,398918700.0,398918700.0,398843737
398843757,398918701.0,398918701.0,398843757
398843780,398918706.0,398918706.0,398843780
398844086,398918803.0,398918803.0,398844086
398845480,398918975.0,398918975.0,398845480
398845766,398919024.0,398919024.0,398845766
398845767,398919026.0,398919026.0,398845767
398845787,398919027.0,398919027.0,398845787
398845801,398919029.0,398919029.0,398845801
398845826,398919177.0,398919177.0,398845826
398845905,398919200.0,398919200.0,398845905
398847506,398919242.0,398919242.0,398847506
398847507,398919250.0,398919250.0,398847507
398847508,398919324.0,398919324.0,398847508
398847509,398919696.0,398919696.0,398847509
398847510,398919754.0,398919754.0,398847510
398847514,398919998.0,398919998.0,398847514
398847531,398920445.0,398920445.0,398847531
398847880,398920446.0,398920446.0,398847880
398847881,398922653.0,398922653.0,398847881
398848045,398925365.0,398925365.0,398848045
398848530,398931405.0,398931405.0,398848530
398848531,398931453.0,398931453.0,398848531
398848665,398931534.0,398931534.0,398848665
398848666,398932878.0,398932878.0,398848666
398848817,398932880.0,398932880.0,398848817
398848847,398932881.0,398932881.0,398848847
398848887,398932882.0,398932882.0,398848887
398849356,398934670.0,398934670.0,398849356
398849357,398934671.0,398934671.0,398849357
398849358,398934672.0,398934672.0,398849358
398849611,398937341.0,398937341.0,398849611
398849612,398937951.0,398937951.0,398849612
398849821,398941452.0,398941452.0,398849821
398850090,398942464.0,398942464.0,398850090
398851628,398942486.0,398942486.0,398851628
398852592,398942494.0,398942494.0,398852592
398852782,398942860.0,398942860.0,398852782
398852893,398942862.0,398942862.0,398852893
398852896,398942864.0,398942864.0,398852896
398853773,398942881.0,398942881.0,398853773
398853774,398942893.0,398942893.0,398853774
398853824,398942919.0,398942919.0,398853824
398853825,398943151.0,398943151.0,398853825
398853894,398943253.0,398943253.0,398853894
398853895,398943279.0,398943279.0,398853895
398854178,398943280.0,398943280.0,398854178
398854179,398943281.0,398943281.0,398854179
398854219,398943297.0,398943297.0,398854219
398854363,398943433.0,398943433.0,398854363
398854768,398943617.0,398943617.0,398854768
398854769,398943618.0,398943618.0,398854769
398861520,398943643.0,398943643.0,398861520
398861569,398943652.0,398943652.0,398861569
398861586,398943653.0,398943653.0,398861586
398861595,398943779.0,398943779.0,398861595
398861599,398943811.0,398943811.0,398861599
398861651,398943916.0,398943916.0,398861651
398861887,398943917.0,398943917.0,398861887
398862044,398944446.0,398944446.0,398862044
398873888,398944484.0,398944484.0,398873888
398874693,398944978.0,398944978.0,398874693
398874768,398945017.0,398945017.0,398874768
398874807,398945030.0,398945030.0,398874807
398879053,398945095.0,398945095.0,398879053
398884704,398945116.0,398945116.0,398884704
398885381,398945120.0,398945120.0,398885381
398889985,398945452.0,398945452.0,398889985
398890376,398945607.0,398945607.0,398890376
398890380,398945633.0,398945633.0,398890380
398892734,398945911.0,398945911.0,398892734
398892905,398945946.0,398945946.0,398892905
398901889,398945953.0,398945953.0,398901889
398902408,398945996.0,398945996.0,398902408
398902615,398945999.0,398945999.0,398902615
398906578,398946003.0,398946003.0,398906578
398909188,398946004.0,398946004.0,398909188
398909190,398946006.0,398946006.0,398909190
398910170,398946978.0,398946978.0,398910170
398910329,398946985.0,398946985.0,398910329
398910366,398946987.0,398946987.0,398910366
398910367,398947367.0,398947367.0,398910367
398910368,398947800.0,398947800.0,398910368
398910369,398954029.0,398954029.0,398910369
398910399,398954030.0,398954030.0,398910399
398910401,398956503.0,398956503.0,398910401
398910643,398956509.0,398956509.0,398910643
398910645,398956510.0,398956510.0,398910645
398910681,398956546.0,398956546.0,398910681
398910709,398960179.0,398960179.0,398910709
398910812,398960270.0,398960270.0,398910812
398911072,398963263.0,398963263.0,398911072
398911397,398965256.0,398965256.0,398911397
398912724,398965305.0,398965305.0,398912724
398912741,398965308.0,398965308.0,398912741
398912744,398968002.0,398968002.0,398912744
398914895,398971348.0,398971348.0,398914895
398914896,398973616.0,398973616.0,398914896
398914897,398984703.0,398984703.0,398914897
398914898,398985177.0,398985177.0,398914898
398914899,398985445.0,398985445.0,398914899
398914900,398985694.0,398985694.0,398914900
398914901,398991079.0,398991079.0,398914901
398914902,398991223.0,398991223.0,398914902
398914903,398992350.0,398992350.0,398914903
398914904,398992383.0,398992383.0,398914904
398914906,398992390.0,398992390.0,398914906
398914908,398992418.0,398992418.0,398914908
398914910,398992429.0,398992429.0,398914910
398914911,398992445.0,398992445.0,398914911
398914912,398992448.0,398992448.0,398914912
398914913,399000639.0,399000639.0,398914913
398914914,399000640.0,399000640.0,398914914
398914915,399000641.0,399000641.0,398914915
398914917,399005733.0,399005733.0,398914917
398917493,399006720.0,399006720.0,398917493
398918700,399007052.0,399007052.0,398918700
398918701,399007062.0,399007062.0,398918701
398918706,399008591.0,399008591.0,398918706
398918803,399008795.0,399008795.0,398918803
398918975,399010661.0,399010661.0,398918975
398919024,399011855.0,399011855.0,398919024
398919026,399012757.0,399012757.0,398919026
398919027,399013344.0,399013344.0,398919027
398919029,399013347.0,399013347.0,398919029
398919177,399013348.0,399013348.0,398919177
398919200,399013349.0,399013349.0,398919200
398919242,399013683.0,399013683.0,398919242
398919250,399014758.0,399014758.0,398919250
398919324,399014768.0,399014768.0,398919324
398919696,399014917.0,399014917.0,398919696
398919754,399020230.0,399020230.0,398919754
398919998,399020423.0,399020423.0,398919998
398920445,399020520.0,399020520.0,398920445
398920446,399020714.0,399020714.0,398920446
398922653,399020990.0,399020990.0,398922653
398925365,399021200.0,399021200.0,398925365
398931405,399021201.0,399021201.0,398931405
398931453,399021296.0,399021296.0,398931453
398931534,399021307.0,399021307.0,398931534
398931588,399021320.0,399021320.0,398931588
398932878,399021350.0,399021350.0,398932878
398932880,399021352.0,399021352.0,398932880
398932881,399021353.0,399021353.0,398932881
398932882,399021598.0,399021598.0,398932882
398934670,399021678.0,399021678.0,398934670
398934671,399021679.0,399021679.0,398934671
398934672,399021680.0,399021680.0,398934672
398937341,399021682.0,399021682.0,398937341
398937951,399021703.0,399021703.0,398937951
398941452,399021705.0,399021705.0,398941452
398942464,399021707.0,399021707.0,398942464
398942486,399021755.0,399021755.0,398942486
398942494,399021768.0,399021768.0,398942494
398942860,399021795.0,399021795.0,398942860
398942862,399021796.0,399021796.0,398942862
398942864,399021820.0,399021820.0,398942864
398942881,399021821.0,399021821.0,398942881
398942893,399021824.0,399021824.0,398942893
398942919,399021895.0,399021895.0,398942919
398943151,399021902.0,399021902.0,398943151
398943253,399021904.0,399021904.0,398943253
398943279,399021905.0,399021905.0,398943279
398943280,399021909.0,399021909.0,398943280
398943281,399021919.0,399021919.0,398943281
398943297,399021920.0,399021920.0,398943297
398943433,399021973.0,399021973.0,398943433
398943617,399021978.0,399021978.0,398943617
398943618,399021990.0,399021990.0,398943618
398943643,399021991.0,399021991.0,398943643
398943652,399022011.0,399022011.0,398943652
398943653,399022024.0,399022024.0,398943653
398943779,399022025.0,399022025.0,398943779
398943811,399022036.0,399022036.0,398943811
398943916,399022038.0,399022038.0,398943916
398943917,399022040.0,399022040.0,398943917
398944446,399022041.0,399022041.0,398944446
398944484,399022043.0,399022043.0,398944484
398944978,399022096.0,399022096.0,398944978
398945017,399022182.0,399022182.0,398945017
398945030,399022195.0,399022195.0,398945030
398945095,399022213.0,399022213.0,398945095
398945116,399022316.0,399022316.0,398945116
398945120,399022318.0,399022318.0,398945120
398945452,399022488.0,399022488.0,398945452
398945607,399022763.0,399022763.0,398945607
398945633,399022868.0,399022868.0,398945633
398945911,399022947.0,399022947.0,398945911
398945946,399023191.0,399023191.0,398945946
398945953,399023220.0,399023220.0,398945953
398945996,399023551.0,399023551.0,398945996
398945999,399023702.0,399023702.0,398945999
398946003,399023703.0,399023703.0,398946003
398946004,399023945.0,399023945.0,398946004
398946006,399024375.0,399024375.0,398946006
398946978,399024483.0,399024483.0,398946978
398946985,399024801.0,399024801.0,398946985
398946987,399024869.0,399024869.0,398946987
398947367,399024871.0,399024871.0,398947367
398947760,399024998.0,399024998.0,398947760
398947800,399025037.0,399025037.0,398947800
398954029,399025159.0,399025159.0,398954029
398954030,399025186.0,399025186.0,398954030
398956503,399025407.0,399025407.0,398956503
398956509,399025586.0,399025586.0,398956509
398956510,399025618.0,399025618.0,398956510
398956546,399025726.0,399025726.0,398956546
398960179,399025787.0,399025787.0,398960179
398960270,399025854.0,399025854.0,398960270
398963263,399025877.0,399025877.0,398963263
398965256,399025880.0,399025880.0,398965256
398965305,399026068.0,399026068.0,398965305
398965308,399026080.0,399026080.0,398965308
398968002,399026081.0,399026081.0,398968002
398971348,399026136.0,399026136.0,398971348
398973616,399026480.0,399026480.0,398973616
398984703,399026651.0,399026651.0,398984703
398985177,399026891.0,399026891.0,398985177
398985445,399026892.0,399026892.0,398985445
398985694,399026946.0,399026946.0,398985694
398991079,399026965.0,399026965.0,398991079
398991223,399027178.0,399027178.0,398991223
398992350,399027562.0,399027562.0,398992350
398992383,399027568.0,399027568.0,398992383
398992390,399027569.0,399027569.0,398992390
398992418,399027570.0,399027570.0,398992418
398992429,399027774.0,399027774.0,398992429
398992445,399029587.0,399029587.0,398992445
398992448,399030505.0,399030505.0,398992448
399000639,399030506.0,399030506.0,399000639
399000640,399030696.0,399030696.0,399000640
399000641,399032771.0,399032771.0,399000641
399005733,399044422.0,399044422.0,399005733
399006720,399044423.0,399044423.0,399006720
399007052,399044455.0,399044455.0,399007052
399007062,399044493.0,399044493.0,399007062
399008591,399044797.0,399044797.0,399008591
399008795,399054735.0,399054735.0,399008795
399010661,399054750.0,399054750.0,399010661
399011855,399057500.0,399057500.0,399011855
399012757,399057688.0,399057688.0,399012757
399013344,399063444.0,399063444.0,399013344
399013347,399063510.0,399063510.0,399013347
399013348,399064506.0,399064506.0,399013348
399013349,399075971.0,399075971.0,399013349
399013683,399075972.0,399075972.0,399013683
399014758,399076602.0,399076602.0,399014758
399014768,399076603.0,399076603.0,399014768
399014917,399077819.0,399077819.0,399014917
399020230,399080355.0,399080355.0,399020230
399020423,399080676.0,399080676.0,399020423
399020520,399080982.0,399080982.0,399020520
399020714,399081031.0,399081031.0,399020714
399020990,399081115.0,399081115.0,399020990
399021200,399081116.0,399081116.0,399021200
399021201,399081622.0,399081622.0,399021201
399021296,399090349.0,399090349.0,399021296
399021307,399363471.0,399363471.0,399021307
399021320,399370784.0,399370784.0,399021320
399021350,399372385.0,399372385.0,399021350
399021352,399372810.0,399372810.0,399021352
399021353,399372830.0,399372830.0,399021353
399021598,399373317.0,399373317.0,399021598
399021678,399373318.0,399373318.0,399021678
399021679,399373535.0,399373535.0,399021679
399021680,399373536.0,399373536.0,399021680
399021682,399391675.0,399391675.0,399021682
399021703,399398088.0,399398088.0,399021703
399021705,399422975.0,399422975.0,399021705
399021707,399448752.0,399448752.0,399021707
399021755,399448892.0,399448892.0,399021755
399021768,399456608.0,399456608.0,399021768
399021795,399457046.0,399457046.0,399021795
399021796,399459580.0,399459580.0,399021796
399021820,399459586.0,399459586.0,399021820
399021821,399459587.0,399459587.0,399021821
399021824,399459642.0,399459642.0,399021824
399021895,399459643.0,399459643.0,399021895
399021902,399462714.0,399462714.0,399021902
399021904,399466696.0,399466696.0,399021904
399021905,399466926.0,399466926.0,399021905
399021909,399466930.0,399466930.0,399021909
399021919,399467140.0,399467140.0,399021919
399021920,399467141.0,399467141.0,399021920
399021973,399467147.0,399467147.0,399021973
399021978,399467179.0,399467179.0,399021978
399021990,399467484.0,399467484.0,399021990
399021991,399469757.0,399469757.0,399021991
399022011,399470414.0,399470414.0,399022011
399022024,399470424.0,399470424.0,399022024
399022025,399471814.0,399471814.0,399022025
399022036,399472154.0,399472154.0,399022036
399022038,399472321.0,399472321.0,399022038
399022040,399474997.0,399474997.0,399022040
399022041,399475038.0,399475038.0,399022041
399022043,399476549.0,399476549.0,399022043
399022096,399476812.0,399476812.0,399022096
399022182,399476813.0,399476813.0,399022182
399022195,399478915.0,399478915.0,399022195
399022213,399478916.0,399478916.0,399022213
399022316,399478917.0,399478917.0,399022316
399022318,399478918.0,399478918.0,399022318
399022488,399478934.0,399478934.0,399022488
399022763,399478935.0,399478935.0,399022763
399022868,399480378.0,399480378.0,399022868
399022947,399482694.0,399482694.0,399022947
399023191,399483337.0,399483337.0,399023191
399023220,399483338.0,399483338.0,399023220
399023551,399483410.0,399483410.0,399023551
399023702,399483418.0,399483418.0,399023702
399023703,399483419.0,399483419.0,399023703
399023945,399483918.0,399483918.0,399023945
399024375,399483950.0,399483950.0,399024375
399024483,399484003.0,399484003.0,399024483
399024801,399485189.0,399485189.0,399024801
399024869,399485190.0,399485190.0,399024869
399024871,399485192.0,399485192.0,399024871
399024998,399487152.0,399487152.0,399024998
399025037,399487153.0,399487153.0,399025037
399025159,399487299.0,399487299.0,399025159
399025186,399487312.0,399487312.0,399025186
399025407,399487318.0,399487318.0,399025407
399025586,399487357.0,399487357.0,399025586
399025618,399487398.0,399487398.0,399025618
399025726,399487414.0,399487414.0,399025726
399025787,399489346.0,399489346.0,399025787
399025854,399489861.0,399489861.0,399025854
399025877,399490038.0,399490038.0,399025877
399025880,399490145.0,399490145.0,399025880
399026068,399490158.0,399490158.0,399026068
399026080,399490159.0,399490159.0,399026080
399026081,399490349.0,399490349.0,399026081
399026136,399490350.0,399490350.0,399026136
399026480,399490351.0,399490351.0,399026480
399026651,399490354.0,399490354.0,399026651
